"system","user","cores","threads","setthreads","size","actual_mult","actual_solve","maxDiff"
"740","Darwin","RS","6","12","1","512","0.0579999999999927","0.0929999999998472","1.60444102448309e-10"
"741","Darwin","RS","6","12","1","512","0.0500000000001819","0.23299999999972","1.60444102448309e-10"
"742","Darwin","RS","6","12","1","512","0.0509999999999309","0.0970000000002074","1.60444102448309e-10"
"743","Darwin","RS","6","12","1","512","0.0509999999999309","0.0940000000000509","1.60444102448309e-10"
"744","Darwin","RS","6","12","1","512","0.055000000000291","0.0950000000002547","1.60444102448309e-10"
"745","Darwin","RS","6","12","1","512","0.0670000000000073","0.0990000000001601","1.60444102448309e-10"
"746","Darwin","RS","6","12","1","512","0.0519999999996799","0.101999999999862","1.60444102448309e-10"
"747","Darwin","RS","6","12","1","512","0.0510000000003856","0.0979999999999563","1.60444102448309e-10"
"748","Darwin","RS","6","12","1","1024","0.446999999999662","0.766999999999825","6.48157083560363e-11"
"749","Darwin","RS","6","12","1","1024","0.413000000000011","0.820000000000164","6.48157083560363e-11"
"750","Darwin","RS","6","12","1","1024","0.466000000000349","0.833000000000084","6.48157083560363e-11"
"751","Darwin","RS","6","12","1","1024","0.537000000000262","0.868999999999687","6.48157083560363e-11"
"752","Darwin","RS","6","12","1","1024","0.474999999999909","0.726000000000113","6.48157083560363e-11"
"753","Darwin","RS","6","12","1","1024","0.460000000000036","0.760999999999967","6.48157083560363e-11"
"754","Darwin","RS","6","12","1","1024","0.496999999999844","0.759000000000015","6.48157083560363e-11"
"755","Darwin","RS","6","12","1","1024","0.429999999999836","0.666999999999916","6.48157083560363e-11"
"756","Darwin","RS","6","12","1","1024","0.393000000000029","0.66800000000012","6.48157083560363e-11"
"757","Darwin","RS","6","12","1","2048","3.87800000000016","6.79100000000017","2.8521753847599e-06"
"758","Darwin","RS","6","12","1","2048","4.14599999999973","6.6869999999999","2.8521753847599e-06"
"759","Darwin","RS","6","12","1","2048","4.05600000000004","7.04400000000032","2.8521753847599e-06"
"760","Darwin","RS","6","12","1","2048","4.1260000000002","7.23500000000013","2.8521753847599e-06"
"761","Darwin","RS","6","12","1","2048","4.36700000000019","7.17500000000018","2.8521753847599e-06"
"762","Darwin","RS","6","12","1","2048","4.04199999999992","7.35699999999997","2.8521753847599e-06"
"763","Darwin","RS","6","12","1","2048","4.38900000000012","7.28500000000031","2.8521753847599e-06"
"764","Darwin","RS","6","12","1","2048","4.31500000000005","7.72800000000007","2.8521753847599e-06"
"765","Darwin","RS","6","12","1","2048","4.10100000000011","7.03899999999976","2.8521753847599e-06"
"766","Darwin","RS","6","12","1","4096","31.5309999999995","55.2849999999999","3.35307959176134e-09"
"767","Darwin","RS","6","12","1","4096","31.4660000000003","55.4719999999998","3.35307959176134e-09"
"768","Darwin","RS","6","12","1","4096","32.8270000000002","53.8509999999997","3.35307959176134e-09"
"769","Darwin","RS","6","12","1","4096","30.7469999999994","53.8370000000004","3.35307959176134e-09"
"770","Darwin","RS","6","12","1","4096","30.7539999999999","53.9470000000001","3.35307959176134e-09"
"771","Darwin","RS","6","12","1","4096","30.7270000000008","54.0940000000001","3.35307959176134e-09"
"772","Darwin","RS","6","12","1","4096","30.8630000000003","54.1439999999993","3.35307959176134e-09"
"773","Darwin","RS","6","12","1","4096","30.7539999999999","53.8460000000005","3.35307959176134e-09"
"774","Darwin","RS","6","12","1","4096","30.7109999999993","53.8580000000002","3.35307959176134e-09"
"775","Darwin","RS","6","12","2","128","0","0.00199999999949796","1.85309545486234e-11"
"776","Darwin","RS","6","12","2","128","0.00100000000020373","0.00199999999949796","1.85309545486234e-11"
"777","Darwin","RS","6","12","2","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"778","Darwin","RS","6","12","2","128","0.000999999999294232","0.00200000000040745","1.85309545486234e-11"
"779","Darwin","RS","6","12","2","128","0","0.00299999999970169","1.85309545486234e-11"
"780","Darwin","RS","6","12","2","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"781","Darwin","RS","6","12","2","128","0.00100000000020373","0.00199999999949796","1.85309545486234e-11"
"782","Darwin","RS","6","12","2","128","0.00100000000020373","0.00199999999949796","1.85309545486234e-11"
"783","Darwin","RS","6","12","2","128","0.00100000000020373","0.00199999999949796","1.85309545486234e-11"
"784","Darwin","RS","6","12","2","256","0.00700000000051659","0.0150000000003274","2.64321897702757e-12"
"785","Darwin","RS","6","12","2","256","0.0069999999996071","0.0149999999994179","2.64321897702757e-12"
"786","Darwin","RS","6","12","2","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"787","Darwin","RS","6","12","2","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"788","Darwin","RS","6","12","2","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"789","Darwin","RS","6","12","2","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"790","Darwin","RS","6","12","2","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"791","Darwin","RS","6","12","2","256","0.00800000000072032","0.0150000000003274","2.64321897702757e-12"
"792","Darwin","RS","6","12","2","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"793","Darwin","RS","6","12","2","512","0.0500000000001819","0.0910000000003492","1.60444102448309e-10"
"794","Darwin","RS","6","12","2","512","0.0500000000001819","0.0940000000000509","1.60444102448309e-10"
"795","Darwin","RS","6","12","2","512","0.0489999999999782","0.0910000000003492","1.60444102448309e-10"
"796","Darwin","RS","6","12","2","512","0.0489999999999782","0.092000000000553","1.60444102448309e-10"
"797","Darwin","RS","6","12","2","512","0.0489999999999782","0.0940000000000509","1.60444102448309e-10"
"798","Darwin","RS","6","12","2","512","0.0489999999999782","0.092000000000553","1.60444102448309e-10"
"799","Darwin","RS","6","12","2","512","0.0500000000001819","0.0919999999996435","1.60444102448309e-10"
"800","Darwin","RS","6","12","2","512","0.0489999999999782","0.0940000000000509","1.60444102448309e-10"
"801","Darwin","RS","6","12","2","512","0.0479999999997744","0.0919999999996435","1.60444102448309e-10"
"802","Darwin","RS","6","12","2","1024","0.387000000000626","0.662000000000262","6.48157083560363e-11"
"803","Darwin","RS","6","12","2","1024","0.384000000000015","0.662000000000262","6.48157083560363e-11"
"804","Darwin","RS","6","12","2","1024","0.371000000000095","0.657999999999447","6.48157083560363e-11"
"805","Darwin","RS","6","12","2","1024","0.361000000000786","0.659999999999854","6.48157083560363e-11"
"806","Darwin","RS","6","12","2","1024","0.376000000000204","0.661000000000058","6.48157083560363e-11"
"807","Darwin","RS","6","12","2","1024","0.365999999999985","0.661000000000058","6.48157083560363e-11"
"808","Darwin","RS","6","12","2","1024","0.367000000000189","0.6850000000004","6.48157083560363e-11"
"809","Darwin","RS","6","12","2","1024","0.360999999999876","0.658000000000357","6.48157083560363e-11"
"810","Darwin","RS","6","12","2","1024","0.359999999999673","0.659999999999854","6.48157083560363e-11"
"811","Darwin","RS","6","12","2","2048","3.79200000000037","6.79799999999977","2.8521753847599e-06"
"812","Darwin","RS","6","12","2","2048","4.02300000000014","6.77400000000034","2.8521753847599e-06"
"813","Darwin","RS","6","12","2","2048","3.86099999999988","6.71699999999964","2.8521753847599e-06"
"814","Darwin","RS","6","12","2","2048","4.07899999999972","7.10499999999956","2.8521753847599e-06"
"815","Darwin","RS","6","12","2","2048","4.00300000000061","7.12100000000009","2.8521753847599e-06"
"816","Darwin","RS","6","12","2","2048","4.03200000000015","7.15599999999995","2.8521753847599e-06"
"817","Darwin","RS","6","12","2","2048","3.83700000000044","6.71300000000065","2.8521753847599e-06"
"818","Darwin","RS","6","12","2","2048","3.85199999999986","6.97299999999996","2.8521753847599e-06"
"819","Darwin","RS","6","12","2","2048","4.14400000000023","7.02399999999943","2.8521753847599e-06"
"820","Darwin","RS","6","12","2","4096","31.7979999999998","57.0200000000004","3.35307959176134e-09"
"821","Darwin","RS","6","12","2","4096","32.607","59.3900000000003","3.35307959176134e-09"
"822","Darwin","RS","6","12","2","4096","32.1080000000002","55.9270000000006","3.35307959176134e-09"
"823","Darwin","RS","6","12","2","4096","31.5060000000003","56.067","3.35307959176134e-09"
"824","Darwin","RS","6","12","2","4096","32.1219999999994","55.8910000000005","3.35307959176134e-09"
"825","Darwin","RS","6","12","2","4096","31.8959999999997","57.018","3.35307959176134e-09"
"826","Darwin","RS","6","12","2","4096","31.4430000000002","55.6890000000003","3.35307959176134e-09"
"827","Darwin","RS","6","12","2","4096","33.5659999999998","61.7119999999995","3.35307959176134e-09"
"828","Darwin","RS","6","12","2","4096","32.7640000000001","60.3870000000006","3.35307959176134e-09"
"829","Darwin","RS","6","12","3","128","0.00100000000020373","0.00299999999970169","1.85309545486234e-11"
"830","Darwin","RS","6","12","3","128","0.00100000000020373","0.00300000000061118","1.85309545486234e-11"
"831","Darwin","RS","6","12","3","128","0.000999999999294232","0.00200000000040745","1.85309545486234e-11"
"832","Darwin","RS","6","12","3","128","0","0.00200000000040745","1.85309545486234e-11"
"833","Darwin","RS","6","12","3","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"834","Darwin","RS","6","12","3","128","0.00100000000020373","0.00199999999949796","1.85309545486234e-11"
"835","Darwin","RS","6","12","3","128","0.00200000000040745","0.00399999999990541","1.85309545486234e-11"
"836","Darwin","RS","6","12","3","128","0.00100000000020373","0.00299999999970169","1.85309545486234e-11"
"837","Darwin","RS","6","12","3","128","0.000999999999294232","0.00199999999949796","1.85309545486234e-11"
"838","Darwin","RS","6","12","3","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"839","Darwin","RS","6","12","3","256","0.00799999999981083","0.0159999999996217","2.64321897702757e-12"
"840","Darwin","RS","6","12","3","256","0.00700000000051659","0.0150000000003274","2.64321897702757e-12"
"841","Darwin","RS","6","12","3","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"842","Darwin","RS","6","12","3","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"843","Darwin","RS","6","12","3","256","0.01299999999992","0.0180000000000291","2.64321897702757e-12"
"844","Darwin","RS","6","12","3","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"845","Darwin","RS","6","12","3","256","0.00800000000072032","0.0150000000003274","2.64321897702757e-12"
"846","Darwin","RS","6","12","3","256","0.00799999999981083","0.0150000000003274","2.64321897702757e-12"
"847","Darwin","RS","6","12","3","512","0.0489999999999782","0.0940000000000509","1.60444102448309e-10"
"848","Darwin","RS","6","12","3","512","0.0739999999996144","0.0889999999999418","1.60444102448309e-10"
"849","Darwin","RS","6","12","3","512","0.0499999999992724","0.139000000000124","1.60444102448309e-10"
"850","Darwin","RS","6","12","3","512","0.0500000000001819","0.0940000000000509","1.60444102448309e-10"
"851","Darwin","RS","6","12","3","512","0.0489999999999782","0.0929999999998472","1.60444102448309e-10"
"852","Darwin","RS","6","12","3","512","0.0500000000001819","0.0919999999996435","1.60444102448309e-10"
"853","Darwin","RS","6","12","3","512","0.0489999999999782","0.0950000000002547","1.60444102448309e-10"
"854","Darwin","RS","6","12","3","512","0.0489999999999782","0.0910000000003492","1.60444102448309e-10"
"855","Darwin","RS","6","12","3","512","0.0510000000003856","0.0940000000000509","1.60444102448309e-10"
"856","Darwin","RS","6","12","3","1024","0.374000000000706","0.710000000000036","6.48157083560363e-11"
"857","Darwin","RS","6","12","3","1024","0.416000000000167","0.85399999999936","6.48157083560363e-11"
"858","Darwin","RS","6","12","3","1024","0.405999999999949","0.692000000000007","6.48157083560363e-11"
"859","Darwin","RS","6","12","3","1024","0.463999999999942","0.773000000000138","6.48157083560363e-11"
"860","Darwin","RS","6","12","3","1024","0.458000000000538","0.820999999999913","6.48157083560363e-11"
"861","Darwin","RS","6","12","3","1024","0.394000000000233","0.671000000000276","6.48157083560363e-11"
"862","Darwin","RS","6","12","3","1024","0.411000000000058","0.673000000000684","6.48157083560363e-11"
"863","Darwin","RS","6","12","3","1024","0.382999999999811","0.665999999999258","6.48157083560363e-11"
"864","Darwin","RS","6","12","3","1024","0.390000000000327","0.667999999999665","6.48157083560363e-11"
"865","Darwin","RS","6","12","3","2048","4.0630000000001","7.16699999999946","2.8521753847599e-06"
"866","Darwin","RS","6","12","3","2048","3.9940000000006","7.16100000000006","2.8521753847599e-06"
"867","Darwin","RS","6","12","3","2048","4.20199999999932","7.36700000000019","2.8521753847599e-06"
"868","Darwin","RS","6","12","3","2048","4.48000000000047","7.21299999999974","2.8521753847599e-06"
"869","Darwin","RS","6","12","3","2048","4.07999999999993","7.14899999999943","2.8521753847599e-06"
"870","Darwin","RS","6","12","3","2048","4.00900000000001","6.82099999999991","2.8521753847599e-06"
"871","Darwin","RS","6","12","3","2048","3.83600000000024","7.16499999999996","2.8521753847599e-06"
"872","Darwin","RS","6","12","3","2048","4.09299999999985","7.05499999999938","2.8521753847599e-06"
"873","Darwin","RS","6","12","3","2048","4.09699999999975","6.7489999999998","2.8521753847599e-06"
"874","Darwin","RS","6","12","3","4096","32.5569999999998","60.1120000000001","3.35307959176134e-09"
"875","Darwin","RS","6","12","3","4096","32.9189999999999","57.7939999999999","3.35307959176134e-09"
"876","Darwin","RS","6","12","3","4096","33.3050000000003","56.25","3.35307959176134e-09"
"877","Darwin","RS","6","12","3","4096","34.5869999999995","60.2240000000002","3.35307959176134e-09"
"878","Darwin","RS","6","12","3","4096","35.9750000000004","63.1009999999997","3.35307959176134e-09"
"879","Darwin","RS","6","12","3","4096","35.5039999999999","66.0929999999998","3.35307959176134e-09"
"880","Darwin","RS","6","12","3","4096","31.7460000000001","58.0840000000007","3.35307959176134e-09"
"881","Darwin","RS","6","12","3","4096","33.0069999999996","57.6800000000003","3.35307959176134e-09"
"882","Darwin","RS","6","12","3","4096","31.7489999999998","56.976999999999","3.35307959176134e-09"
"883","Darwin","RS","6","12","4","128","0.00100000000020373","0.00300000000061118","1.85309545486234e-11"
"884","Darwin","RS","6","12","4","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"885","Darwin","RS","6","12","4","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"886","Darwin","RS","6","12","4","128","0","0.00200000000040745","1.85309545486234e-11"
"887","Darwin","RS","6","12","4","128","0","0.00200000000040745","1.85309545486234e-11"
"888","Darwin","RS","6","12","4","128","0.00100000000020373","0.00299999999879219","1.85309545486234e-11"
"889","Darwin","RS","6","12","4","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"890","Darwin","RS","6","12","4","128","0.000999999998384737","0.00300000000061118","1.85309545486234e-11"
"891","Darwin","RS","6","12","4","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"892","Darwin","RS","6","12","4","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"893","Darwin","RS","6","12","4","256","0.00799999999981083","0.0140000000010332","2.64321897702757e-12"
"894","Darwin","RS","6","12","4","256","0.00700000000142609","0.0150000000012369","2.64321897702757e-12"
"895","Darwin","RS","6","12","4","256","0.00799999999981083","0.0159999999996217","2.64321897702757e-12"
"896","Darwin","RS","6","12","4","256","0.0069999999996071","0.0149999999994179","2.64321897702757e-12"
"897","Darwin","RS","6","12","4","256","0.0069999999996071","0.0150000000012369","2.64321897702757e-12"
"898","Darwin","RS","6","12","4","256","0.0069999999996071","0.0150000000012369","2.64321897702757e-12"
"899","Darwin","RS","6","12","4","256","0.00799999999981083","0.0150000000012369","2.64321897702757e-12"
"900","Darwin","RS","6","12","4","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"901","Darwin","RS","6","12","4","512","0.0510000000012951","0.0939999999991414","1.60444102448309e-10"
"902","Darwin","RS","6","12","4","512","0.0500000000010914","0.0929999999989377","1.60444102448309e-10"
"903","Darwin","RS","6","12","4","512","0.0500000000010914","0.0969999999997526","1.60444102448309e-10"
"904","Darwin","RS","6","12","4","512","0.0499999999992724","0.0950000000011642","1.60444102448309e-10"
"905","Darwin","RS","6","12","4","512","0.0500000000010914","0.092000000000553","1.60444102448309e-10"
"906","Darwin","RS","6","12","4","512","0.0500000000010914","0.0979999999999563","1.60444102448309e-10"
"907","Darwin","RS","6","12","4","512","0.0500000000010914","0.0959999999995489","1.60444102448309e-10"
"908","Darwin","RS","6","12","4","512","0.0490000000008877","0.0930000000007567","1.60444102448309e-10"
"909","Darwin","RS","6","12","4","512","0.0499999999992724","0.0970000000015716","1.60444102448309e-10"
"910","Darwin","RS","6","12","4","1024","0.406000000000859","0.672999999998865","6.48157083560363e-11"
"911","Darwin","RS","6","12","4","1024","0.40599999999904","0.68199999999888","6.48157083560363e-11"
"912","Darwin","RS","6","12","4","1024","0.389999999999418","0.684999999999491","6.48157083560363e-11"
"913","Darwin","RS","6","12","4","1024","0.408000000001266","0.685999999999694","6.48157083560363e-11"
"914","Darwin","RS","6","12","4","1024","0.417999999999665","0.688000000000102","6.48157083560363e-11"
"915","Darwin","RS","6","12","4","1024","0.399999999999636","0.680999999998676","6.48157083560363e-11"
"916","Darwin","RS","6","12","4","1024","0.46100000000115","0.692000000000917","6.48157083560363e-11"
"917","Darwin","RS","6","12","4","1024","0.398000000001048","0.690000000000509","6.48157083560363e-11"
"918","Darwin","RS","6","12","4","1024","0.403000000000247","0.691999999999098","6.48157083560363e-11"
"919","Darwin","RS","6","12","4","2048","4.17200000000048","7.67500000000109","2.8521753847599e-06"
"920","Darwin","RS","6","12","4","2048","4.25799999999981","7.19400000000132","2.8521753847599e-06"
"921","Darwin","RS","6","12","4","2048","4.04700000000048","7.19499999999971","2.8521753847599e-06"
"922","Darwin","RS","6","12","4","2048","4.08300000000054","7.24700000000121","2.8521753847599e-06"
"923","Darwin","RS","6","12","4","2048","3.9950000000008","7.69800000000032","2.8521753847599e-06"
"924","Darwin","RS","6","12","4","2048","4.05899999999929","7.27700000000004","2.8521753847599e-06"
"925","Darwin","RS","6","12","4","2048","4.38400000000001","7.04800000000068","2.8521753847599e-06"
"926","Darwin","RS","6","12","4","2048","4.15899999999965","7.06700000000092","2.8521753847599e-06"
"927","Darwin","RS","6","12","4","2048","4.16500000000087","9.72600000000057","2.8521753847599e-06"
"928","Darwin","RS","6","12","4","4096","35.0619999999999","57.8810000000012","3.35307959176134e-09"
"929","Darwin","RS","6","12","4","4096","33.4240000000009","57.5100000000002","3.35307959176134e-09"
"930","Darwin","RS","6","12","4","4096","33.2989999999991","59.4420000000009","3.35307959176134e-09"
"931","Darwin","RS","6","12","4","4096","33.5329999999994","60.2749999999996","3.35307959176134e-09"
"932","Darwin","RS","6","12","4","4096","31.6489999999994","56.2400000000016","3.35307959176134e-09"
"933","Darwin","RS","6","12","4","4096","34.0799999999999","59.4560000000001","3.35307959176134e-09"
"934","Darwin","RS","6","12","4","4096","32.5370000000003","62.3559999999998","3.35307959176134e-09"
"935","Darwin","RS","6","12","4","4096","34.5310000000009","60.405999999999","3.35307959176134e-09"
"936","Darwin","RS","6","12","4","4096","32.8670000000002","57.1450000000004","3.35307959176134e-09"
"937","Darwin","RS","6","12","5","128","0.00100000000020373","0.00199999999858846","1.85309545486234e-11"
"938","Darwin","RS","6","12","5","128","0.00100000000020373","0.00299999999879219","1.85309545486234e-11"
"939","Darwin","RS","6","12","5","128","0.00100000000020373","0.00199999999858846","1.85309545486234e-11"
"940","Darwin","RS","6","12","5","128","0.00100000000020373","0.00199999999858846","1.85309545486234e-11"
"941","Darwin","RS","6","12","5","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"942","Darwin","RS","6","12","5","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"943","Darwin","RS","6","12","5","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"944","Darwin","RS","6","12","5","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"945","Darwin","RS","6","12","5","128","0.00200000000040745","0.00199999999858846","1.85309545486234e-11"
"946","Darwin","RS","6","12","5","256","0.00900000000001455","0.0150000000012369","2.64321897702757e-12"
"947","Darwin","RS","6","12","5","256","0.00799999999981083","0.0150000000012369","2.64321897702757e-12"
"948","Darwin","RS","6","12","5","256","0.00799999999981083","0.0139999999992142","2.64321897702757e-12"
"949","Darwin","RS","6","12","5","256","0.00700000000142609","0.0149999999994179","2.64321897702757e-12"
"950","Darwin","RS","6","12","5","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"951","Darwin","RS","6","12","5","256","0.0100000000002183","0.0190000000002328","2.64321897702757e-12"
"952","Darwin","RS","6","12","5","256","0.00799999999981083","0.0159999999996217","2.64321897702757e-12"
"953","Darwin","RS","6","12","5","256","0.0069999999996071","0.0150000000012369","2.64321897702757e-12"
"954","Darwin","RS","6","12","5","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"955","Darwin","RS","6","12","5","512","0.0510000000012951","0.0949999999993452","1.60444102448309e-10"
"956","Darwin","RS","6","12","5","512","0.0679999999993015","0.0929999999989377","1.60444102448309e-10"
"957","Darwin","RS","6","12","5","512","0.0500000000010914","0.128999999998996","1.60444102448309e-10"
"958","Darwin","RS","6","12","5","512","0.0489999999990687","0.0970000000015716","1.60444102448309e-10"
"959","Darwin","RS","6","12","5","512","0.0499999999992724","0.0949999999993452","1.60444102448309e-10"
"960","Darwin","RS","6","12","5","512","0.0490000000008877","0.0949999999993452","1.60444102448309e-10"
"961","Darwin","RS","6","12","5","512","0.0509999999994761","0.0960000000013679","1.60444102448309e-10"
"962","Darwin","RS","6","12","5","512","0.0509999999994761","0.0939999999991414","1.60444102448309e-10"
"963","Darwin","RS","6","12","5","512","0.0499999999992724","0.0950000000011642","1.60444102448309e-10"
"964","Darwin","RS","6","12","5","1024","0.404999999998836","0.695999999999913","6.48157083560363e-11"
"965","Darwin","RS","6","12","5","1024","0.417999999999665","0.75","6.48157083560363e-11"
"966","Darwin","RS","6","12","5","1024","0.420000000000073","0.671000000000276","6.48157083560363e-11"
"967","Darwin","RS","6","12","5","1024","0.393000000000029","0.681000000000495","6.48157083560363e-11"
"968","Darwin","RS","6","12","5","1024","0.404000000000451","0.704999999999927","6.48157083560363e-11"
"969","Darwin","RS","6","12","5","1024","0.397999999999229","0.675999999999476","6.48157083560363e-11"
"970","Darwin","RS","6","12","5","1024","0.381999999999607","0.66399999999885","6.48157083560363e-11"
"971","Darwin","RS","6","12","5","1024","0.378999999998996","0.666999999999462","6.48157083560363e-11"
"972","Darwin","RS","6","12","5","1024","0.377000000000407","0.662000000000262","6.48157083560363e-11"
"973","Darwin","RS","6","12","5","2048","4.07800000000134","7.13999999999942","2.8521753847599e-06"
"974","Darwin","RS","6","12","5","2048","4.46299999999974","7.3809999999994","2.8521753847599e-06"
"975","Darwin","RS","6","12","5","2048","4.29399999999987","7.34599999999955","2.8521753847599e-06"
"976","Darwin","RS","6","12","5","2048","4.28499999999985","7.43499999999949","2.8521753847599e-06"
"977","Darwin","RS","6","12","5","2048","4.91100000000006","8.04199999999946","2.8521753847599e-06"
"978","Darwin","RS","6","12","5","2048","3.94000000000051","6.76699999999983","2.8521753847599e-06"
"979","Darwin","RS","6","12","5","2048","3.9320000000007","6.8119999999999","2.8521753847599e-06"
"980","Darwin","RS","6","12","5","2048","4.16300000000047","7.2440000000006","2.8521753847599e-06"
"981","Darwin","RS","6","12","5","2048","4.51800000000003","7.13600000000042","2.8521753847599e-06"
"982","Darwin","RS","6","12","5","4096","33.4940000000006","61.2260000000006","3.35307959176134e-09"
"983","Darwin","RS","6","12","5","4096","36.244999999999","69.866","3.35307959176134e-09"
"984","Darwin","RS","6","12","5","4096","32.9760000000006","58.2960000000003","3.35307959176134e-09"
"985","Darwin","RS","6","12","5","4096","34.2209999999995","56.1980000000003","3.35307959176134e-09"
"986","Darwin","RS","6","12","5","4096","32.6419999999998","58.607","3.35307959176134e-09"
"987","Darwin","RS","6","12","5","4096","32.8509999999987","58.0529999999999","3.35307959176134e-09"
"988","Darwin","RS","6","12","5","4096","32.4110000000001","58.0799999999999","3.35307959176134e-09"
"989","Darwin","RS","6","12","5","4096","33.0900000000001","58.3019999999997","3.35307959176134e-09"
"990","Darwin","RS","6","12","5","4096","32.4000000000015","55.7569999999996","3.35307959176134e-09"
"991","Darwin","RS","6","12","6","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"992","Darwin","RS","6","12","6","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"993","Darwin","RS","6","12","6","128","0.00100000000020373","0.00299999999879219","1.85309545486234e-11"
"994","Darwin","RS","6","12","6","128","0.00100000000020373","0.00300000000061118","1.85309545486234e-11"
"995","Darwin","RS","6","12","6","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"996","Darwin","RS","6","12","6","128","0.00100000000020373","0.00300000000061118","1.85309545486234e-11"
"997","Darwin","RS","6","12","6","128","0.00100000000020373","0.00199999999858846","1.85309545486234e-11"
"998","Darwin","RS","6","12","6","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"999","Darwin","RS","6","12","6","128","0.00100000000020373","0.00200000000040745","1.85309545486234e-11"
"1000","Darwin","RS","6","12","6","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"1001","Darwin","RS","6","12","6","256","0.00800000000162981","0.0149999999994179","2.64321897702757e-12"
"1002","Darwin","RS","6","12","6","256","0.00900000000001455","0.0149999999994179","2.64321897702757e-12"
"1003","Darwin","RS","6","12","6","256","0.00800000000162981","0.0150000000012369","2.64321897702757e-12"
"1004","Darwin","RS","6","12","6","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"1005","Darwin","RS","6","12","6","256","0.0069999999996071","0.0169999999998254","2.64321897702757e-12"
"1006","Darwin","RS","6","12","6","256","0.00799999999981083","0.0150000000012369","2.64321897702757e-12"
"1007","Darwin","RS","6","12","6","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"1008","Darwin","RS","6","12","6","256","0.00799999999981083","0.0149999999994179","2.64321897702757e-12"
"1009","Darwin","RS","6","12","6","512","0.0489999999990687","0.0949999999993452","1.60444102448309e-10"
"1010","Darwin","RS","6","12","6","512","0.0500000000010914","0.0969999999997526","1.60444102448309e-10"
"1011","Darwin","RS","6","12","6","512","0.0509999999994761","0.174999999999272","1.60444102448309e-10"
"1012","Darwin","RS","6","12","6","512","0.0840000000007421","0.0969999999997526","1.60444102448309e-10"
"1013","Darwin","RS","6","12","6","512","0.0519999999996799","0.126000000000204","1.60444102448309e-10"
"1014","Darwin","RS","6","12","6","512","0.0510000000012951","0.0949999999993452","1.60444102448309e-10"
"1015","Darwin","RS","6","12","6","512","0.0520000000014988","0.0969999999997526","1.60444102448309e-10"
"1016","Darwin","RS","6","12","6","512","0.0519999999996799","0.0990000000001601","1.60444102448309e-10"
"1017","Darwin","RS","6","12","6","512","0.0510000000012951","0.108000000000175","1.60444102448309e-10"
"1018","Darwin","RS","6","12","6","1024","0.471000000001368","0.736000000000786","6.48157083560363e-11"
"1019","Darwin","RS","6","12","6","1024","0.475000000000364","0.69800000000032","6.48157083560363e-11"
"1020","Darwin","RS","6","12","6","1024","0.435999999999694","0.685999999999694","6.48157083560363e-11"
"1021","Darwin","RS","6","12","6","1024","0.421999999998661","0.704999999999927","6.48157083560363e-11"
"1022","Darwin","RS","6","12","6","1024","0.555999999998676","0.674000000000888","6.48157083560363e-11"
"1023","Darwin","RS","6","12","6","1024","0.412000000000262","0.716999999998734","6.48157083560363e-11"
"1024","Darwin","RS","6","12","6","1024","0.415999999999258","0.67699999999968","6.48157083560363e-11"
"1025","Darwin","RS","6","12","6","1024","0.420000000000073","0.697000000000116","6.48157083560363e-11"
"1026","Darwin","RS","6","12","6","1024","0.426000000001295","0.728000000000975","6.48157083560363e-11"
"1027","Darwin","RS","6","12","6","2048","4.29700000000048","7.56899999999951","2.8521753847599e-06"
